RunName,SpoligoType(MiruHero),SpoligoType(Spotyping),MiruType(MiruHero),MiruType(mirureader),Lineage(MiruHero),Lineages(tb-profiler),Resistance(tb-profiler),Family(SpolLineages)
GCA_001393355.1_6570_8_5_genomic,037637777760771,037637777760771,2112221111222-11-1112111,2121212221232121-1211-12,Euro-American,lineage4,ND,T1
GCA_001394375.1_6540_7_19_genomic,400033300000171,400033300000171,1-2122-212211--111-21-12,101012132--211-021222112,East-African Indian,lineage1.1.2,pyrazinamide(R),Unknown
GCA_001388455.1_8987_4_41_genomic,000000000003771,000000000003771,2121111211211111--11--12,212112121-11121121212-02,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001397395.1_6221_2_7_genomic,000000074000000,000000074000000,11-311-112---1-111--1--1,101132212--2121011121111,Euro-American,lineage4.1.1,isoniazid(R),BOV_4-CAPRAE
GCA_001396015.1_6540_4_24_genomic,615006040003710,615006040003710,112122--12-11111--111--2,1121111-2-12122021122-01,Indo-Oceanic,lineage1.2.2.2,ND,Unknown
GCA_001382895.1_7156_7_60_genomic,000000000003771,000000000003771,212222132322212611121112,213122232-22222132232-12,East Asian,lineage2.2.1,ND,Beijing
GCA_001378735.1_7769_8_90_genomic,677737607760771,677737607760771,313222122321111211112-12,312113222213122122232112,Euro-American,lineage4.3.4.1,ND,LAM
GCA_001387435.1_8987_4_94_genomic,000000000003751,000000000003751,1-21221411-21111--11---2,112022122-11122141112-01,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001382335.1_7755_2_7_genomic,774777777420771,774777777420771,214122113221212222112122,21311-122223222113322--2,Euro-American,lineage4.2.1,isoniazid(R),Ural-1
GCA_001380675.1_7156_6_40_genomic,777777774020771,777777774020771,2122221322222111-1111112,212122222122222132222-12,Euro-American,lineage4.1.2.1,ND,H1
GCA_001386095.1_7841_7_68_genomic,000000000003771,000000000003771,212224131221212221112122,213112222223224131322-12,East Asian,lineage2.2.1,ND,Beijing
GCA_001381635.1_7841_7_56_genomic,000000000003771,000000000003771,222222121222211332111122,212-22222-22222121322-22,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001379635.1_7156_7_89_genomic,777777770000771,777777770000771,232115132323111231111112,212-32121212225132232312,Euro-American,lineage4.8,ND,Unknown
GCA_001388835.1_8898_8_77_genomic,000000000003771,000000000003771,21-1121222-12--1--11-112,211112121-21212122222-01,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001389635.1_8939_3_4_genomic,000000000003111,000000000003111,2112121222-12-11-11----1,212111211-21112122121-11,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001382995.1_7755_4_31_genomic,000000000003771,000000000003771,212222131331312311112312,213112222333422131232-13,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001380975.1_7755_5_89_genomic,000000000003771,000000000003771,212222131221213421111122,21-112222-222221313222-2,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001381755.1_7841_7_78_genomic,000000000003771,000000000003771,212212122322112411212112,223122221-13222122232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001396295.1_6174_2_5_genomic,000000000000600,000000000000600,2--21--1121-3-1111-1---1,20202-221-311110111211-2,East Asian,lineage3.1.1,ND,microti
GCA_001378415.1_6954_8_81_genomic,000000000003771,000000000003771,212222122322211211222212,222122232-23322122232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001387755.1_8898_8_45_genomic,000000000003771,000000000003771,1-22121122-21111--1-1-12,112022211-12122112222-01,East Asian,lineage2.2.1,ND,Beijing
GCA_001386395.1_7935_3_59_genomic,777477607760771,777477607760771,112223123222311211112-12,1121222222-3123123222-12,Euro-American,lineage4.3.3,rifampicin(R),LAM9
GCA_001380955.1_7755_4_11_genomic,000000000003771,000000000003771,212222131321212421112213,213112222-23322131233212,East Asian,lineage2.2.1,ND,Beijing
GCA_001391655.1_6540_6_7_genomic,414217777410371,414217777410371,111212-212211111-1-21--2,102111231112122021122-12,Indo-Oceanic,lineage1.1.2,rifampicin(R),EAI5
GCA_001379115.1_7156_7_65_genomic,000000000003771,000000000003771,232222121322211211111212,212-22222222322121232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001378995.1_7769_8_92_genomic,000000000003771,000000000003771,212222142323411411212112,222132222--32221-2232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001379555.1_7156_7_88_genomic,000000000003771,000000000003771,212225122222211421212122,222122222-23225122322212,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001386575.1_7935_3_70_genomic,000000000003771,000000000003771,233222121222212221121122,213-23232222222121322212,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001383135.1_7156_6_38_genomic,777777777760731,777777777760731,232122122322111121112112,212-22122113222122232212,Euro-American,lineage4.8,streptomycin(R),T2
GCA_001385155.1_7755_5_82_genomic,000000000003771,000000000003771,212222121222212311112112,213122222-23222121222--2,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001381475.1_7755_4_44_genomic,777776777760771,777776777760771,2123221223212111-2112222,212112322123322122332--2,Euro-American,lineage4.1,ofloxacin(R),X1
GCA_001387335.1_8898_8_84_genomic,633777775300250,633777775300250,2111121221-22-11-11--1-2,212121121121212122112-11,Euro-American,lineage4.8,ND,Unknown
GCA_001382515.1_7841_6_6_genomic,577760007760771,577760007760771,112224122222111211123-12,112122232214124122222--2,Euro-American,lineage4.3.3,ND,LAM-RUS
GCA_001393335.1_6540_2_24_genomic,703600000460640,703600000460640,111111-122-21111--111--2,112121121-12121012122-01,Euro-American,lineage4.8.1,ND,T1
GCA_001391055.1_8987_4_57_genomic,000000000003371,000000000003371,2112211111213-11--111--2,212111222-32111111112-02,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001383355.1_7841_7_53_genomic,000000000003771,000000000003771,212222121322212431122113,213122232-23222121233-12,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001382095.1_7841_7_55_genomic,000000000003771,000000000003771,222225131221211321121112,212212232-22225131222-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001392355.1_6570_6_20_genomic,617776777760601,617776777760601,2211221212221-12-1211211,222221122212312121221-12,Euro-American,lineage4.1.1,ND,X2
GCA_001383035.1_7755_3_81_genomic,777777774020771,777777774020771,212222151322211122112112,212122222123222151232--2,Euro-American,lineage4.1.2.1,rifampicin(R),H1
GCA_001389715.1_8987_5_23_genomic,304740757020751,304740757420751,1121111121-13-111-11-1-1,112112121131211112111101,Euro-American,lineage4.2.1,isoniazid(R),H3
GCA_001387675.1_8898_8_43_genomic,377777767660471,377777767660471,1112221122-23--1--1111-1,111121222-42-12112121-01,Euro-American,lineage4.1.2,ethionamide(R),T1
GCA_001386935.1_8987_5_11_genomic,000000000003541,000000000003541,1--2221412-1111231111--2,112012222-11122141122311,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001395235.1_6540_2_7_genomic,775657356260421,775657356260421,1--1111222212--2--111-11,111012121222111122221-02,Euro-American,lineage4.8.2,ND,T4
GCA_001382955.1_7841_6_10_genomic,000000000003771,000000000003771,212215122221312421111112,213112221332225122222212,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001396615.1_6174_2_12_genomic,777554327660441,777554327660441,1-12111211-12--1111-1-11,111011211122111121241111,Euro-American,lineage4.1.1.3.1,ND,T1
GCA_001395795.1_6540_1_8_genomic,400002770000000,400002770000000,--11111112-13-11---1-111,--2011121--12111-1221--1,Euro-American,lineage4.1.1,ND,BOV
GCA_001397235.1_6280_3_9_genomic,177736754360170,177736754360170,1-11111-1--121-2-111-111,11101-1212212211-1111-11,Euro-American,lineage4.8.2,ND,X1
GCA_001396635.1_6174_6_6_genomic,646300731360761,647300731360761,--22111212-11--1-----1-1,201012211-11211121121-01,Euro-American,lineage4.4.1.2,ND,S
GCA_001379775.1_7755_2_20_genomic,770000777760771,770000777760771,212115122322111222111113,212122121212225122233--2,Euro-American,lineage4.8,ND,T1-RUS2
GCA_001394355.1_6540_3_14_genomic,777776007720771,777776007720771,2-12121112-21-22--11-1-1,2-3021-212--2-------1---,Euro-American,lineage4.1.1.3,ofloxacin(R),H3
GCA_001384975.1_7755_2_3_genomic,777777774020771,777777774020771,212225142323211111112212,212132222123325142232--2,Euro-American,lineage4.1.2.1,rifampicin(R),H1
GCA_001383255.1_7755_2_31_genomic,777777377760771,777777377760771,2122121312222121111-2123,213122221123222131323-12,Euro-American,lineage4.8,ND,T4
GCA_001379595.1_7156_6_47_genomic,577777777760771,577777777760771,21212513232221142-111113,212122122-22225132233202,Euro-American,lineage4.8,ND,T1
GCA_001387415.1_8939_3_15_genomic,000000000002601,000000000002601,2112111222-131-1--1-1-11,211111211-32121122221-01,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001385915.1_7769_7_30_genomic,000000000003771,000000000003771,232222132322211411122212,212-22232-23322132232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001380435.1_7314_8_80_genomic,000000000003771,000000000003771,223222131222211411211122,222223222-22222131322-12,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001388795.1_8939_3_81_genomic,000000000003411,000000000003411,1-13211211-23111--1-1111,112021212-32221121211-01,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001387115.1_8898_8_87_genomic,000000000003071,000000000003071,2--1111312-21112--13--11,212022141-11121121221-01,East Asian,lineage2.2.1,ND,Beijing
GCA_001390995.1_8898_8_15_genomic,457700000660371,457700000660371,1121121122-21111--1----2,112122111111122112122-01,Euro-American,lineage4.3.3,ND,T1
GCA_001381075.1_7755_2_40_genomic,000000000003771,000000000003771,2122131412212114-1312122,2-2112221-232231-1322--2,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001394315.1_6540_3_11_genomic,777736077760670,777736077760670,21-1121112-2--12--1--1-1,-1212--1-2--2-21-1121--1,Euro-American,lineage4.1.1.3.1,ofloxacin(R),T3
GCA_001386955.1_8987_4_51_genomic,000000000003771,000000000003771,2-1122-122-11-11--111--2,212011122112112012122-01,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001391615.1_6570_6_10_genomic,664073774037600,664073774037600,2112231212212-22112111-2,223111222222213121122112,M. bovis,La1.8.1,pyrazinamide(R),BOV_2
GCA_001388655.1_8939_3_80_genomic,000000000001771,000000000001771,1--2121121-13111--11-111,112012221-31222112211-01,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001387135.1_8987_4_6_genomic,470777770400571,470777770400571,1-11221112-111-12-11--11,111011122111122111221201,Euro-American,lineage4.2.1,ND,Unknown
GCA_001384995.1_7156_6_3_genomic,777777607760771,777777607760771,212222132222111212122-12,212122232213122132222-22,Euro-American,lineage4.3.3,rifampicin(R),LAM9
GCA_001379675.1_7755_2_16_genomic,770000777760771,770000777760771,212112121222112121111112,213122121112222121222--2,Euro-American,lineage4.8,ND,T1-RUS2
GCA_001384315.1_7755_3_52_genomic,704777777420771,704777777420771,224212113222311223112312,21222-221233422113222--2,Euro-American,lineage4.2.1,rifampicin(R),Ural-1
GCA_001391995.1_6540_5_15_genomic,756537140000020,756537140000020,1-1111-112-12-11-1111--1,112011121-22111011121-11,Euro-American,lineage4.6.2.1,ND,Unknown
GCA_001385595.1_7769_8_82_genomic,000000000003771,000000000003771,223222121322211411112112,212-23222-23222121232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001385895.1_7755_5_53_genomic,000000000003771,000000000003771,212212131222211421112222,212122221-23322131322212,East Asian,lineage2.2.1,ND,Beijing
GCA_001389875.1_8987_4_59_genomic,343000000000371,343000000000371,1--1111111221111--1----2,112022111111121111112-02,Euro-American,lineage4.3.3,ND,Unknown
GCA_001381695.1_7755_4_42_genomic,000000000003771,000000000003771,2122221222221123-1512212,2-3122222-13322122222-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001390775.1_8898_8_62_genomic,775347767760571,775347767760571,1-11221121-11--22-111--1,111011122212112112111201,Euro-American,lineage4.8,ND,T1
GCA_001397335.1_6280_3_11_genomic,766477417660261,766477417660261,2-11-1-112211--1---111-2,201011121112211011122-02,Euro-American,lineage4.8.2,pyrazinamide(R),T1
GCA_001384055.1_7755_4_10_genomic,777777607760771,777777607760771,112223131221111221323-12,1-2112232214123131222212,Euro-American,lineage4.3.3,rifampicin(R),LAM9
GCA_001390835.1_8987_5_46_genomic,774731707420751,774731707420751,2-41111112-11--12111--11,211014121111112111221211,Euro-American,lineage4.2.1,ND,Ural-1
GCA_001385795.1_7769_8_80_genomic,634777777420771,634777777420771,234125113222311222112122,212-241222332251133222-2,Euro-American,lineage4.2.1,ND,Ural-1
GCA_001380575.1_7755_5_91_genomic,000000000003771,000000000003771,213225121322212411121112,213123232-22225121232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001382975.1_7769_8_52_genomic,000000000003771,000000000003771,2222251423222114-1112112,212-22222-23225142232-12,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001397555.1_6221_3_3_genomic,555562400660651,555562400660651,21-11-1212212111--111113,212112121121221121223-02,Euro-American,lineage4.3.1.1,ND,X1
GCA_001379195.1_7755_2_21_genomic,777777770000000,777777770000000,212312132321211122121112,212112331122222132232--2,Euro-American,lineage4.1.2.1,ND,Unknown
GCA_001384575.1_7841_7_65_genomic,000000000003771,000000000003771,213222122222212312212122,223123222-23222122322--2,East Asian,lineage2.2.1,ND,Beijing
GCA_001379955.1_7841_6_17_genomic,000000000003771,000000000003771,223122122222211411112122,212-23122-23222122322-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001389995.1_8987_4_85_genomic,000000000002371,000000000002371,1--1221222-21-11--111-12,112021122-12112122222--1,East Asian,lineage2.2.1,ND,Beijing
GCA_001396555.1_6174_6_3_genomic,674256777520071,674256777520071,2-1-2-1-21--1--21--1--11,201011222211111212221101,Euro-American,lineage4.1.1.3.1,isoniazid(R),H3
GCA_001382355.1_7841_6_8_genomic,000000000003771,000000000003771,212222122322212411112122,213122222-23222122332-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001391255.1_8987_4_54_genomic,000000000003731,000000000003731,11-1121112-11--1--111-11,111112121-12112110221-01,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001392375.1_6540_6_21_genomic,737760000420610,737760000420610,1-111111212121-1--111--2,111011121122121112112--2,Euro-American,lineage4.1.1.3,ND,Ural-1
GCA_001389015.1_8987_4_39_genomic,776200077720721,776200077720721,2-21111111-13112111-1112,212012111-32221111212111,Euro-American,lineage4.1,rifampicin(R),H3
GCA_001391695.1_6570_7_21_genomic,664073774037600,664073774037600,2121231112222-12112111-2,222122122222213111122112,M. bovis,La1.8.1,pyrazinamide(R),BOV_2
GCA_001381615.1_7755_3_63_genomic,000000000003771,000000000003771,212225122321211411331112,2-2112242-22225122232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001379455.1_7755_5_85_genomic,737737777420771,737737777420771,2242221132222112-1112122,212-24222223222113322--2,Euro-American,lineage4.2.1.1,ND,Ural-1
GCA_001379655.1_7156_7_61_genomic,777777774020771,777777774020771,212225151322211221112112,212122222223225151232212,Euro-American,lineage4.1.2.1,ofloxacin(R),H1
GCA_001382595.1_7769_7_39_genomic,000000000003771,000000000003771,212225122323312431111112,213132222-32225122232312,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001389175.1_8987_4_68_genomic,000000000000731,000000000000731,-12212--112231-1--1121-1,211122221-33222001111-02,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001378115.1_6954_7_8_genomic,000000000003771,000000000003771,212222151222211321112112,212122222-232221-1222212,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001382195.1_7755_5_94_genomic,000000000003771,000000000003771,212222121221212421211122,223112222-22222121322-12,East Asian,lineage2.2.1,ND,Beijing
GCA_001397635.1_6221_2_10_genomic,301747700003651,301747700003651,1-12111223-13-12--121112,11201123123221112223---1,East-African Indian,lineage3,ethionamide(R),CAS
GCA_001380715.1_7755_2_38_genomic,777777777760771,777777777760771,2222251323221112311-1113,212-22222212225132233-12,Euro-American,lineage4.8,isoniazid(R),T1
GCA_001395575.1_6570_6_16_genomic,617776777760601,617776777760601,2221221211211-12-1221311,222212132212412121211-12,Euro-American,lineage4.1.1,ND,X2
GCA_001380775.1_7841_6_33_genomic,000000000003771,000000000003771,212212131221212222111113,213112221222222131223-22,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001381055.1_7769_8_77_genomic,000000000003771,000000000003771,232225123323211422122112,212-32232-232251232322-2,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001378095.1_6954_8_49_genomic,000000000003771,000000000003771,222222131321211211111112,212212222-22222131232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001380295.1_7755_2_14_genomic,777760007760771,777760007760771,112223122322211211112-12,112122222223123122232--2,Euro-American,lineage4.3.3,ND,LAM-RUS
GCA_001379475.1_7755_5_67_genomic,000000000003771,000000000003771,113224131321212411422112,143113232323224131232-12,East Asian,lineage2.2.1,ND,Beijing
GCA_001387695.1_8987_4_7_genomic,000000000003571,000000000003571,1--1121111-21--1--1----2,111021111-11112111112-01,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001386415.1_7935_3_92_genomic,777777377760771,777777377760771,1222121312223121212-1122,123222221132222131322212,Euro-American,lineage4.8,ND,T4
GCA_001381395.1_7769_8_76_genomic,777777770000000,777777770000000,212222132222311222212112,2221222222332221322222-2,Euro-American,lineage4.1.2.1,ND,Unknown
GCA_001378195.1_6954_8_82_genomic,000000000003771,000000000003771,213222122222212411121112,213123232-22222122222-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001388515.1_8898_8_31_genomic,000000000003760,000000000003760,11-1221322-13-11--111-11,112112122-32112122221-01,East Asian,lineage2.2.1,ND,Beijing
GCA_001386055.1_7755_5_55_genomic,000000000003771,000000000003771,222322131222211231112212,212-22322223322131222312,East Asian,lineage2.2.1,ND,Beijing
GCA_001392115.1_7054_2_75_genomic,656776407620241,656776407620241,11-2121322-21--21-2-12-1,121122311212312122121101,Euro-American,lineage4.1.1.3.1,ND,H3
GCA_001395335.1_6540_1_2_genomic,401550700000241,401550700000241,211211-213-12111-11-1-22,21211-211-22121021232-11,East-African Indian,lineage3.1.2.2,isoniazid(R),Unknown
